FID,ID,POINT_X,POINT_Y,AREA_SQM,LAND,MANGROVE,FRINGING_R,OUTER_REEF,SEAGRASS,WATER,REEF_AREA,LAND_AREA
11349,59691,119.1840515,11.41445065,78598,0,0,0,0,0,78598,0,0
11350,59692,119.1840515,11.41695071,78569,0,0,0,0,0,78569,0,0
11351,59693,119.1840515,11.41945076,78599,0,0,0,0,0,78599,0,0
11352,59694,119.1840515,11.42195082,78570,0,0,0,0,0,78570,0,0
11353,59695,119.1840515,11.42445088,78601,0,0,0,0,0,78601,0,0
11354,59696,119.1840515,11.42695093,78572,0,0,0,0,0,78572,0,0
11355,59697,119.1840515,11.42945099,78602,0,0,0,0,0,78602,0,0
11356,59698,119.1840515,11.43195105,78573,0,0,0,0,0,78573,0,0
11357,59699,119.1840515,11.43445063,78574,0,0,0,0,0,78574,0,0
11358,59700,119.1840515,11.43695069,78604,0,0,0,0,0,78604,0,0
11359,59701,119.1840515,11.43945074,78575,0,0,0,0,0,78575,0,0
11360,59702,119.1840515,11.4419508,78606,0,0,0,0,0,78606,0,0
11361,59703,119.1840515,11.44445086,78576,0,0,0,0,0,78576,0,0
11362,59704,119.1840515,11.44695092,78607,0,0,0,0,0,78607,0,0
11363,59705,119.1840515,11.44945097,78578,0,0,0,0,0,78578,0,0
11364,59706,119.1840515,11.45195103,78609,0,0,0,0,0,78609,0,0
11365,59707,119.1840515,11.45445109,78579,0,0,0,0,0,78579,0,0
11366,59708,119.1840515,11.45695067,78580,0,0,0,0,0,78580,0,0
11367,59709,119.1840515,11.45945072,78611,0,0,0,0,0,78611,0,0
11368,59710,119.1840515,11.46195078,78581,0,0,0,0,0,78581,0,0
11369,59711,119.1840515,11.46445084,78612,0,0,0,0,0,78612,0,0
11370,59712,119.1840515,11.4669509,78583,0,0,0,0,0,78583,0,0
11371,59713,119.1840515,11.46945095,78614,0,0,0,0,0,78614,0,0
11372,59714,119.1840515,11.47195101,78584,0,0,0,0,0,78584,0,0
11373,59715,119.1840515,11.47445059,78585,0,0,0,0,0,78585,0,0
11374,59716,119.1840515,11.47695065,78616,0,0,0,0,0,78616,0,0
11375,59717,119.1840515,11.47945071,78586,0,0,0,0,0,78586,0,0
11376,59718,119.1840515,11.48195076,78617,0,0,0,0,0,78617,0,0
11377,59719,119.1840515,11.48445082,78588,0,0,0,0,0,78588,0,0
11378,59720,119.1840515,11.48695088,78618,0,0,0,0,0,78618,0,0
11379,59721,119.1840515,11.48945093,78589,0,0,0,0,0,78589,0,0
11380,59722,119.1840515,11.49195051,78590,0,0,0,0,0,78590,0,0
11381,59723,119.1840515,11.49445057,78621,0,0,0,0,0,78621,0,0
11382,59724,119.1840515,11.49695063,78591,0,0,0,0,0,78591,0,0
11383,59725,119.1840515,11.49945069,78622,0,0,0,0,0,78622,0,0
11384,59726,119.1840515,11.50195074,78593,0,0,0,0,0,78593,0,0
11385,59727,119.1840515,11.5044508,78623,0,0,0,0,0,78623,0,0
11386,59728,119.1840515,11.50695086,78594,0,0,0,0,0,78594,0,0
11387,59729,119.1840515,11.50945092,78625,0,0,0,0,0,78625,0,0
11388,59730,119.1840515,11.51195097,78596,0,0,0,0,0,78596,0,0
11389,59731,119.1840515,11.51445055,78596,0,0,0,0,0,78596,0,0
11390,59732,119.1840515,11.51695061,78627,0,0,0,0,0,78627,0,0
11391,59733,119.1840515,11.51945067,78598,0,0,0,0,0,78598,0,0
11392,59734,119.1840515,11.52195072,78628,0,0,0,0,0,78628,0,0
11393,59735,119.1840515,11.52445078,78599,0,0,0,0,0,78599,0,0
11394,59736,119.1840515,11.52695084,78630,0,0,0,0,0,78630,0,0
11395,59737,119.1840515,11.5294509,78600,0,0,0,0,0,78600,0,0
11396,59738,119.1840515,11.53195095,78631,0,0,0,0,0,78631,0,0
11397,59739,119.1840515,11.53445101,78602,0,0,0,0,0,78602,0,0
11398,59740,119.1840515,11.53695059,78603,0,0,0,0,0,78603,0,0
11399,59741,119.1840515,11.53945065,78633,0,0,0,0,0,78633,0,0
11400,59742,119.1840515,11.54195071,78604,0,0,0,0,0,78604,0,0
11401,59743,119.1840515,11.54445076,78635,0,0,0,0,0,78635,0,0
11402,59744,119.1840515,11.54695082,78605,0,0,0,0,0,78605,0,0
11403,59745,119.1840515,11.54945088,78636,0,0,0,0,0,78636,0,0
11404,59746,119.1840515,11.55195093,78607,0,0,0,0,0,78607,0,0
11405,59747,119.1840515,11.55445051,78608,0,0,0,0,0,78608,0,0
11406,59748,119.1840515,11.55695057,78638,0,0,0,0,0,78638,0,0
11407,59749,119.1840515,11.55945063,78609,0,0,0,0,0,78609,0,0
11408,59750,119.1840515,11.56195069,78640,0,0,0,0,0,78640,0,0
11409,59751,119.1840515,11.56445074,78610,0,0,0,0,0,78610,0,0
11410,59752,119.1840515,11.5669508,78641,0,0,0,0,0,78641,0,0
11411,59753,119.1840515,11.56945086,78612,0,0,0,0,0,78612,0,0
11412,59754,119.1840515,11.57195044,78613,0,0,0,0,0,78613,0,0
11413,59755,119.1840515,11.5744505,78643,0,0,0,0,0,78643,0,0
11414,59756,119.1840515,11.57695055,78614,0,0,0,0,0,78614,0,0
11415,59757,119.1840515,11.57945061,78645,0,0,0,0,0,78645,0,0
11416,59758,119.1840515,11.58195067,78615,0,0,0,0,0,78615,0,0
11417,59759,119.1840515,11.58445072,78646,0,0,0,0,0,78646,0,0
11418,59760,119.1840515,11.58695078,78617,0,0,0,0,0,78617,0,0
11419,59761,119.1840515,11.58945084,78648,0,0,0,0,0,78648,0,0
11420,59762,119.1840515,11.5919509,78618,0,0,0,0,0,78618,0,0
11421,59763,119.1840515,11.59445048,78619,0,0,0,0,0,78619,0,0
11422,59764,119.1840515,11.59695053,78650,0,0,0,0,0,78650,0,0
11423,59765,119.1840515,11.59945059,78620,0,0,0,0,0,78620,0,0
11424,59766,119.1840515,11.60195065,78651,0,0,0,0,0,78651,0,0
11425,59767,119.1840515,11.60445071,78622,0,0,0,0,0,78622,0,0
11426,59768,119.1840515,11.60695076,78653,0,0,0,0,0,78653,0,0
11427,59769,119.1840515,11.60945082,78623,0,0,0,0,0,78623,0,0
11428,59770,119.1840515,11.61195088,78654,0,0,0,0,0,78654,0,0
11429,59771,119.1840515,11.61445093,78625,0,0,0,0,0,78625,0,0
11430,60083,119.186554,10.98194933,78449,0,0,0,0,0,78449,0,0
11431,60084,119.186554,10.98444939,78480,0,0,0,0,0,78480,0,0
11432,60085,119.186554,10.98694945,78451,0,0,0,0,0,78451,0,0
11433,60086,119.186554,10.9894495,78481,0,0,0,0,0,78481,0,0
11434,60087,119.186554,10.99194956,78452,0,0,0,0,0,78452,0,0
11435,60088,119.186554,10.99444962,78483,0,0,0,0,0,78483,0,0
11436,60089,119.186554,10.99694968,78453,0,0,0,0,0,78453,0,0
11437,60090,119.186554,10.99944973,78484,0,0,0,0,0,78484,0,0
11438,60091,119.186554,11.00194979,78455,0,0,0,0,0,78455,0,0
11439,60092,119.186554,11.00444937,78455,0,0,0,0,0,78455,0,0
11440,60093,119.186554,11.00694943,78486,0,0,0,0,0,78486,0,0
11441,60094,119.186554,11.00944948,78457,0,0,0,0,0,78457,0,0
11442,60095,119.186554,11.01194954,78487,0,0,0,0,0,78487,0,0
11443,60096,119.186554,11.0144496,78458,0,0,0,0,0,78458,0,0
11444,60097,119.186554,11.01694966,78489,0,0,0,0,0,78489,0,0
11445,60098,119.186554,11.01944971,78459,0,0,0,0,0,78459,0,0
11446,60099,119.186554,11.02194929,78460,0,0,0,0,0,78460,0,0
11447,60100,119.186554,11.02444935,78491,0,0,0,0,0,78491,0,0
11448,60101,119.186554,11.02694941,78461,0,0,0,0,0,78461,0,0
11449,60102,119.186554,11.02944947,78492,0,0,0,0,0,78492,0,0
11450,60103,119.186554,11.03194952,78463,0,0,0,0,0,78463,0,0
11451,60104,119.186554,11.03444958,78493,0,0,0,0,0,78493,0,0
11452,60105,119.186554,11.03694964,78464,0,0,0,0,0,78464,0,0
11453,60106,119.186554,11.03944922,78465,0,0,0,0,0,78465,0,0
11454,60107,119.186554,11.04194927,78495,0,0,0,0,0,78495,0,0
11455,60108,119.186554,11.04444933,78466,0,0,0,0,0,78466,0,0
11456,60109,119.186554,11.04694939,78497,0,0,0,0,0,78497,0,0
11457,60110,119.186554,11.04944945,78467,0,0,0,0,0,78467,0,0
11458,60111,119.186554,11.0519495,78498,0,0,0,0,0,78498,0,0
11459,60112,119.186554,11.05444956,78469,0,0,0,0,0,78469,0,0
11460,60113,119.186554,11.05694962,78499,0,0,0,0,0,78499,0,0
11461,60114,119.186554,11.05944968,78470,0,0,0,0,0,78470,0,0
11462,60115,119.186554,11.06194926,78471,0,0,0,0,0,78471,0,0
11463,60116,119.186554,11.06444931,78501,0,0,0,0,0,78501,0,0
11464,60117,119.186554,11.06694937,78472,0,0,0,0,0,78472,0,0
11465,60118,119.186554,11.06944943,78503,0,0,0,0,0,78503,0,0
11466,60119,119.186554,11.07194948,78474,0,0,0,0,0,78474,0,0
11467,60120,119.186554,11.07444954,78504,0,0,0,0,0,78504,0,0
11468,60121,119.186554,11.0769496,78475,0,0,0,0,0,78475,0,0
11469,60122,119.186554,11.07944966,78506,0,0,0,0,0,78506,0,0
11470,60123,119.186554,11.08194971,78476,0,0,0,0,0,78476,0,0
11471,60124,119.186554,11.08444929,78477,0,0,0,0,0,78477,0,0
11472,60125,119.186554,11.08694935,78508,0,0,0,0,0,78508,0,0
11473,60126,119.186554,11.08944941,78478,0,0,0,0,0,78478,0,0
11474,60127,119.186554,11.09194947,78509,0,0,0,0,0,78509,0,0
11475,60128,119.186554,11.09444952,78480,0,0,0,0,0,78480,0,0
11476,60129,119.186554,11.09694958,78510,0,0,0,0,0,78510,0,0
11477,60130,119.186554,11.09944964,78481,0,0,0,0,0,78481,0,0
11478,60131,119.186554,11.10194922,78482,0,0,0,0,0,78482,0,0
11479,60132,119.186554,11.10444927,78512,0,0,0,0,0,78512,0,0
11480,60133,119.186554,11.10694933,78483,0,0,0,0,0,78483,0,0
11481,60134,119.186554,11.10944939,78514,0,0,0,0,0,78514,0,0
11482,60135,119.186554,11.11194945,78484,0,0,0,0,0,78484,0,0
11483,60136,119.186554,11.1144495,78515,0,0,0,0,0,78515,0,0
11484,60137,119.186554,11.11694956,78486,0,0,0,0,0,78486,0,0
11485,60138,119.186554,11.11944914,78486,0,0,0,0,0,78486,0,0
11486,60139,119.186554,11.1219492,78517,0,0,0,0,0,78517,0,0
11487,60140,119.186554,11.12444926,78488,0,0,0,0,0,78488,0,0
11488,60141,119.186554,11.12694931,78518,0,0,0,0,0,78518,0,0
11489,60142,119.186554,11.12944937,78489,0,0,0,0,0,78489,0,0
11490,60143,119.186554,11.13194943,78520,0,0,0,0,0,78520,0,0
11491,60144,119.186554,11.13444948,78491,0,0,0,0,0,78491,0,0
11492,60145,119.186554,11.13694954,78521,0,0,0,0,0,78521,0,0
11493,60146,119.186554,11.1394496,78492,0,0,0,0,0,78492,0,0
11494,60147,119.186554,11.14194918,78493,0,0,0,0,0,78493,0,0
11495,60148,119.186554,11.14444924,78523,0,0,0,0,0,78523,0,0
11496,60149,119.186554,11.14694929,78494,0,0,0,0,0,78494,0,0
11497,60150,119.186554,11.14944935,78525,0,0,0,0,0,78525,0,0
11498,60151,119.186554,11.15194941,78495,0,0,0,0,0,78495,0,0
11499,60152,119.186554,11.15444947,78526,0,0,0,0,0,78526,0,0
11500,60153,119.186554,11.15694952,78497,0,0,0,0,0,78497,0,0
11501,60154,119.186554,11.15944958,78527,0,0,0,0,0,78527,0,0
11502,60155,119.186554,11.16194964,78498,0,0,0,0,0,78498,0,0
11503,60156,119.186554,11.16444922,78499,0,0,0,0,0,78499,0,0
11504,60157,119.186554,11.16694927,78529,0,0,0,0,0,78529,0,0
11505,60158,119.186554,11.16944933,78500,0,0,0,0,0,78500,0,0
11506,60159,119.186554,11.17194939,78531,0,0,0,0,0,78531,0,0
11507,60160,119.186554,11.17444945,78502,0,0,0,0,0,78502,0,0
11508,60161,119.186554,11.1769495,78532,0,0,0,0,0,78532,0,0
11509,60162,119.186554,11.17944956,78503,0,0,0,0,0,78503,0,0
11510,60163,119.186554,11.18194914,78504,0,0,0,0,0,78504,0,0
11511,60164,119.186554,11.1844492,78534,0,0,0,0,0,78534,0,0
11512,60165,119.186554,11.18694926,78505,0,0,0,0,0,78505,0,0
11513,60166,119.186554,11.18944931,78536,0,0,0,0,0,78536,0,0
11514,60167,119.186554,11.19194937,78506,0,0,0,0,0,78506,0,0
11515,60168,119.186554,11.19444943,78537,0,0,0,0,0,78537,0,0
11516,60169,119.186554,11.19694948,78508,0,0,0,0,0,78508,0,0
11517,60170,119.186554,11.19944907,78508,0,0,0,0,0,78508,0,0
11518,60171,119.186554,11.20194912,78539,0,0,0,0,0,78539,0,0
11519,60172,119.186554,11.20444918,78510,0,0,0,0,0,78510,0,0
11520,60173,119.186554,11.20695019,78600,0,0,0,0,0,78600,0,0
11521,60174,119.186554,11.2094512,78511,0,0,0,0,0,78511,0,0
11522,60175,119.186554,11.21195126,78542,0,0,0,0,0,78542,0,0
11523,60176,119.186554,11.21445132,78513,0,0,0,0,0,78513,0,0
11524,60177,119.186554,11.2169509,78513,0,0,0,0,0,78513,0,0
11525,60178,119.186554,11.21945095,78544,0,0,0,0,0,78544,0,0
11526,60179,119.186554,11.22195101,78515,0,0,0,0,0,78515,0,0
11527,60180,119.186554,11.22445107,78545,0,0,0,0,0,78545,0,0
11528,60181,119.186554,11.22695113,78516,0,0,0,0,0,78516,0,0
11529,60182,119.186554,11.22945118,78547,0,0,0,0,0,78547,0,0
11530,60183,119.186554,11.23195124,78517,0,0,0,0,0,78517,0,0
11531,60184,119.186554,11.23445082,78518,0,0,0,0,0,78518,0,0
11532,60185,119.186554,11.23695088,78549,0,0,0,0,0,78549,0,0
11533,60186,119.186554,11.23945093,78519,0,0,0,0,0,78519,0,0
11534,60187,119.186554,11.24195099,78550,0,0,0,0,0,78550,0,0
11535,60188,119.186554,11.24445105,78521,0,0,0,0,0,78521,0,0
11536,60189,119.186554,11.24695111,78551,0,0,0,0,0,78551,0,0
11537,60190,119.186554,11.24945116,78522,0,0,0,0,0,78522,0,0
11538,60191,119.186554,11.25195074,78523,0,0,0,0,0,78523,0,0
11539,60192,119.186554,11.2544508,78553,0,0,0,0,0,78553,0,0
11540,60193,119.186554,11.25695086,78524,0,0,0,0,0,78524,0,0
11541,60194,119.186554,11.25945092,78555,0,0,0,0,0,78555,0,0
11542,60195,119.186554,11.26195097,78526,0,0,0,0,0,78526,0,0
11543,60196,119.186554,11.26445103,78556,0,0,0,0,0,78556,0,0
11544,60197,119.186554,11.26695109,78527,0,0,0,0,0,78527,0,0
11545,60198,119.186554,11.26945114,78558,0,0,0,0,0,78558,0,0
11546,60199,119.186554,11.2719512,78528,0,0,0,0,0,78528,0,0
11547,60200,119.186554,11.27445078,78529,0,0,0,0,0,78529,0,0
11548,60201,119.186554,11.27695084,78560,0,0,0,0,0,78560,0,0
11549,60202,119.186554,11.2794509,78530,0,0,0,0,0,78530,0,0
11550,60203,119.186554,11.28195095,78561,0,0,0,0,0,78561,0,0
11551,60204,119.186554,11.28445101,78532,0,0,0,0,0,78532,0,0
11552,60205,119.186554,11.28695107,78562,0,0,0,0,0,78562,0,0
11553,60206,119.186554,11.28945113,78533,0,0,0,0,0,78533,0,0
11554,60207,119.186554,11.29195118,78564,0,0,0,0,0,78564,0,0
11555,60208,119.186554,11.29445124,78535,0,0,0,0,0,78535,0,0
11556,60209,119.186554,11.29695082,78535,0,0,0,0,0,78535,0,0
11557,60210,119.186554,11.29945088,78566,0,0,0,0,0,78566,0,0
11558,60211,119.186554,11.30195093,78537,0,0,0,0,0,78537,0,0
11559,60212,119.186554,11.30445099,78567,0,0,0,0,0,78567,0,0
11560,60213,119.186554,11.30695105,78538,0,0,0,0,0,78538,0,0
11561,60214,119.186554,11.30945111,78569,0,0,0,0,0,78569,0,0
11562,60215,119.186554,11.31195116,78539,0,0,0,0,0,78539,0,0
11563,60216,119.186554,11.31445074,78540,0,0,0,0,0,78540,0,0
11564,60217,119.186554,11.3169508,78571,0,0,0,0,0,78571,0,0
11565,60218,119.186554,11.31945086,78542,0,0,0,0,0,78542,0,0
11566,60219,119.186554,11.32195092,78572,0,0,0,0,0,78572,0,0
11567,60220,119.186554,11.32445097,78543,0,0,0,0,0,78543,0,0
11568,60221,119.186554,11.32695103,78574,0,0,0,0,0,78574,0,0
11569,60222,119.186554,11.32945109,78544,0,0,0,0,0,78544,0,0
11570,60223,119.186554,11.33195067,78545,0,0,0,0,0,78545,0,0
11571,60224,119.186554,11.33445072,78576,0,0,0,0,0,78576,0,0
11572,60225,119.186554,11.33695078,78546,0,0,0,0,0,78546,0,0
11573,60226,119.186554,11.33945084,78577,0,0,0,0,0,78577,0,0
11574,60227,119.186554,11.3419509,78548,0,0,0,0,0,78548,0,0
11575,60228,119.186554,11.34445095,78578,0,0,0,0,0,78578,0,0
11576,60229,119.186554,11.34695101,78549,0,0,0,0,0,78549,0,0
11577,60230,119.186554,11.34945107,78580,0,0,0,0,0,78580,0,0
11578,60231,119.186554,11.35195113,78551,0,0,0,0,0,78551,0,0
11579,60232,119.186554,11.35445071,78551,0,0,0,0,0,78551,0,0
11580,60233,119.186554,11.35695076,78582,0,0,0,0,0,78582,0,0
11581,60234,119.186554,11.35945082,78553,0,0,0,0,0,78553,0,0
11582,60235,119.186554,11.36195088,78583,0,0,0,0,0,78583,0,0
11583,60236,119.186554,11.36445093,78554,0,0,0,0,0,78554,0,0
11584,60237,119.186554,11.36695099,78585,0,0,0,0,0,78585,0,0
11585,60238,119.186554,11.36945105,78555,0,0,0,0,0,78555,0,0
11586,60239,119.186554,11.37195111,78586,0,0,0,0,0,78586,0,0
11587,60240,119.186554,11.37445116,78557,0,0,0,0,0,78557,0,0
11588,60241,119.186554,11.37695074,78558,0,0,0,0,0,78558,0,0
11589,60242,119.186554,11.3794508,78588,0,0,0,0,0,78588,0,0
11590,60243,119.186554,11.38195086,78559,0,0,0,0,0,78559,0,0
11591,60244,119.186554,11.38445092,78590,0,0,0,0,0,78590,0,0
11592,60245,119.186554,11.38695097,78560,0,0,0,0,0,78560,0,0
11593,60246,119.186554,11.38945103,78591,0,0,0,0,0,78591,0,0
11594,60247,119.186554,11.39195109,78562,0,0,0,0,0,78562,0,0
11595,60248,119.186554,11.39445067,78562,0,0,0,0,0,78562,0,0
11596,60249,119.186554,11.39695072,78593,0,0,0,0,0,78593,0,0
11597,60250,119.186554,11.39945078,78564,0,0,0,0,0,78564,0,0
11598,60251,119.186554,11.40195084,78595,0,0,0,0,0,78595,0,0
11599,60252,119.186554,11.4044509,78565,0,0,0,0,0,78565,0,0
11600,60253,119.186554,11.40695095,78596,0,0,0,0,0,78596,0,0
11601,60254,119.186554,11.40945101,78567,0,0,0,0,0,78567,0,0
11602,60255,119.186554,11.41195059,78567,0,0,0,0,0,78567,0,0
11603,60256,119.186554,11.41445065,78598,0,0,0,0,0,78598,0,0
11604,60257,119.186554,11.41695071,78569,0,0,0,0,0,78569,0,0
11605,60258,119.186554,11.41945076,78599,0,0,0,0,0,78599,0,0
11606,60259,119.186554,11.42195082,78570,0,0,0,0,0,78570,0,0
11607,60260,119.186554,11.42445088,78601,0,0,0,0,0,78601,0,0
11608,60261,119.186554,11.42695093,78572,0,0,0,0,0,78572,0,0
11609,60262,119.186554,11.42945099,78602,0,0,0,0,0,78602,0,0
11610,60263,119.186554,11.43195105,78573,0,0,0,0,0,78573,0,0
11611,60264,119.186554,11.43445063,78574,0,0,0,0,0,78574,0,0
11612,60265,119.186554,11.43695069,78604,0,0,0,0,0,78604,0,0
11613,60266,119.186554,11.43945074,78575,0,0,0,0,0,78575,0,0
11614,60267,119.186554,11.4419508,78606,0,0,0,0,0,78606,0,0
11615,60268,119.186554,11.44445086,78576,0,0,0,0,0,78576,0,0
11616,60269,119.186554,11.44695092,78607,0,0,0,0,0,78607,0,0
11617,60270,119.186554,11.44945097,78578,0,0,0,0,0,78578,0,0
11618,60271,119.186554,11.45195103,78609,0,0,0,0,0,78609,0,0
11619,60272,119.186554,11.45445109,78579,0,0,0,0,0,78579,0,0
11620,60273,119.186554,11.45695067,78580,0,0,0,0,0,78580,0,0
11621,60274,119.186554,11.45945072,78611,0,0,0,0,0,78611,0,0
11622,60275,119.186554,11.46195078,78581,0,0,0,0,0,78581,0,0
11623,60276,119.186554,11.46445084,78612,0,0,0,0,0,78612,0,0
11624,60277,119.186554,11.4669509,78583,0,0,0,0,0,78583,0,0
11625,60278,119.186554,11.46945095,78614,0,0,0,0,0,78614,0,0
11626,60279,119.186554,11.47195101,78584,0,0,0,0,0,78584,0,0
11627,60280,119.186554,11.47445059,78585,0,0,0,0,0,78585,0,0
11628,60281,119.186554,11.47695065,78616,0,0,0,0,0,78616,0,0
11629,60282,119.186554,11.47945071,78586,0,0,0,0,0,78586,0,0
11630,60283,119.186554,11.48195076,78617,0,0,0,0,0,78617,0,0
11631,60284,119.186554,11.48445082,78588,0,0,0,0,0,78588,0,0
11632,60285,119.186554,11.48695088,78618,0,0,0,0,0,78618,0,0
11633,60286,119.186554,11.48945093,78589,0,0,0,0,0,78589,0,0
11634,60287,119.186554,11.49195051,78590,0,0,0,0,0,78590,0,0
11635,60288,119.186554,11.49445057,78621,0,0,0,0,0,78621,0,0
11636,60289,119.186554,11.49695063,78591,0,0,0,0,0,78591,0,0
11637,60290,119.186554,11.49945069,78622,0,0,0,0,0,78622,0,0
11638,60291,119.186554,11.50195074,78593,0,0,0,0,0,78593,0,0
11639,60292,119.186554,11.5044508,78623,0,0,0,0,0,78623,0,0
11640,60293,119.186554,11.50695086,78594,0,0,0,0,0,78594,0,0
11641,60294,119.186554,11.50945092,78625,0,0,0,0,0,78625,0,0
11642,60295,119.186554,11.51195097,78596,0,0,0,0,0,78596,0,0
11643,60296,119.186554,11.51445055,78596,0,0,0,0,0,78596,0,0
11644,60297,119.186554,11.51695061,78627,0,0,0,0,0,78627,0,0
11645,60298,119.186554,11.51945067,78598,0,0,0,0,0,78598,0,0
11646,60299,119.186554,11.52195072,78628,0,0,0,0,0,78628,0,0
11647,60300,119.186554,11.52445078,78599,0,0,0,0,0,78599,0,0
11648,60301,119.186554,11.52695084,78630,0,0,0,0,0,78630,0,0
11649,60302,119.186554,11.5294509,78600,0,0,0,0,0,78600,0,0
11650,60303,119.186554,11.53195095,78631,0,0,0,0,0,78631,0,0
11651,60304,119.186554,11.53445101,78602,0,0,0,0,0,78602,0,0
11652,60305,119.186554,11.53695059,78603,0,0,0,0,0,78603,0,0
11653,60306,119.186554,11.53945065,78633,0,0,0,0,0,78633,0,0
11654,60307,119.186554,11.54195071,78604,0,0,0,0,0,78604,0,0
11655,60308,119.186554,11.54445076,78635,0,0,0,0,0,78635,0,0
11656,60309,119.186554,11.54695082,78605,0,0,0,0,0,78605,0,0
11657,60310,119.186554,11.54945088,78636,0,0,0,0,0,78636,0,0
11658,60311,119.186554,11.55195093,78607,0,0,0,0,0,78607,0,0
11659,60312,119.186554,11.55445051,78608,0,0,0,0,0,78608,0,0
11660,60313,119.186554,11.55695057,78638,0,0,0,0,0,78638,0,0
11661,60314,119.186554,11.55945063,78609,0,0,0,0,0,78609,0,0
11662,60315,119.186554,11.56195069,78640,0,0,0,0,0,78640,0,0
11663,60316,119.186554,11.56445074,78610,0,0,0,0,0,78610,0,0
11664,60317,119.186554,11.5669508,78641,0,0,0,0,0,78641,0,0
11665,60318,119.186554,11.56945086,78612,0,0,0,0,0,78612,0,0
11666,60319,119.186554,11.57195044,78613,0,0,0,0,0,78613,0,0
11667,60320,119.186554,11.5744505,78643,0,0,0,0,0,78643,0,0
11668,60321,119.186554,11.57695055,78614,0,0,0,0,0,78614,0,0
11669,60322,119.186554,11.57945061,78645,0,0,0,0,0,78645,0,0
11670,60323,119.186554,11.58195067,78615,0,0,0,0,0,78615,0,0
11671,60324,119.186554,11.58445072,78646,0,0,0,0,0,78646,0,0
11672,60325,119.186554,11.58695078,78617,0,0,0,0,0,78617,0,0
11673,60326,119.186554,11.58945084,78648,0,0,0,0,0,78648,0,0
11674,60327,119.186554,11.5919509,78618,0,0,0,0,0,78618,0,0
11675,60328,119.186554,11.59445048,78619,0,0,0,0,0,78619,0,0
11676,60329,119.186554,11.59695053,78650,0,0,0,0,0,78650,0,0
11677,60330,119.186554,11.59945059,78620,0,0,0,0,0,78620,0,0
11678,60331,119.186554,11.60195065,78651,0,0,0,0,0,78651,0,0
11679,60332,119.186554,11.60445071,78622,0,0,0,0,0,78622,0,0
11680,60333,119.186554,11.60695076,78653,0,0,0,0,0,78653,0,0
11681,60334,119.186554,11.60945082,78623,0,0,0,0,0,78623,0,0
11682,60335,119.186554,11.61195088,78654,0,0,0,0,0,78654,0,0
11683,60336,119.186554,11.61445093,78625,0,0,0,0,0,78625,0,0
11684,60648,119.1890564,10.98194933,78449,0,0,0,0,0,78449,0,0
11685,60649,119.1890564,10.98444939,78480,0,0,0,0,0,78480,0,0
11686,60650,119.1890564,10.98694945,78451,0,0,0,0,0,78451,0,0
11687,60651,119.1890564,10.9894495,78481,0,0,0,0,0,78481,0,0
11688,60652,119.1890564,10.99194956,78452,0,0,0,0,0,78452,0,0
11689,60653,119.1890564,10.99444962,78483,0,0,0,0,0,78483,0,0
11690,60654,119.1890564,10.99694968,78453,0,0,0,0,0,78453,0,0
11691,60655,119.1890564,10.99944973,78484,0,0,0,0,0,78484,0,0
11692,60656,119.1890564,11.00194979,78455,0,0,0,0,0,78455,0,0
11693,60657,119.1890564,11.00444937,78455,0,0,0,0,0,78455,0,0
11694,60658,119.1890564,11.00694943,78486,0,0,0,0,0,78486,0,0
11695,60659,119.1890564,11.00944948,78457,0,0,0,0,0,78457,0,0
11696,60660,119.1890564,11.01194954,78487,0,0,0,0,0,78487,0,0
11697,60661,119.1890564,11.0144496,78458,0,0,0,0,0,78458,0,0
11698,60662,119.1890564,11.01694966,78489,0,0,0,0,0,78489,0,0
11699,60663,119.1890564,11.01944971,78459,0,0,0,0,0,78459,0,0
11700,60664,119.1890564,11.02194929,78460,0,0,0,0,0,78460,0,0
11701,60665,119.1890564,11.02444935,78491,0,0,0,0,0,78491,0,0
11702,60666,119.1890564,11.02694941,78461,0,0,0,0,0,78461,0,0
11703,60667,119.1890564,11.02944947,78492,0,0,0,0,0,78492,0,0
11704,60668,119.1890564,11.03194952,78463,0,0,0,0,0,78463,0,0
11705,60669,119.1890564,11.03444958,78493,0,0,0,0,0,78493,0,0
11706,60670,119.1890564,11.03694964,78464,0,0,0,0,0,78464,0,0
11707,60671,119.1890564,11.03944922,78465,0,0,0,0,0,78465,0,0
11708,60672,119.1890564,11.04194927,78495,0,0,0,0,0,78495,0,0
11709,60673,119.1890564,11.04444933,78466,0,0,0,0,0,78466,0,0
11710,60674,119.1890564,11.04694939,78497,0,0,0,0,0,78497,0,0
11711,60675,119.1890564,11.04944945,78467,0,0,0,0,0,78467,0,0
11712,60676,119.1890564,11.0519495,78498,0,0,0,0,0,78498,0,0
11713,60677,119.1890564,11.05444956,78469,0,0,0,0,0,78469,0,0
11714,60678,119.1890564,11.05694962,78499,0,0,0,0,0,78499,0,0
11715,60679,119.1890564,11.05944968,78470,0,0,0,0,0,78470,0,0
11716,60680,119.1890564,11.06194926,78471,0,0,0,0,0,78471,0,0
11717,60681,119.1890564,11.06444931,78501,0,0,0,0,0,78501,0,0
11718,60682,119.1890564,11.06694937,78472,0,0,0,0,0,78472,0,0
11719,60683,119.1890564,11.06944943,78503,0,0,0,0,0,78503,0,0
11720,60684,119.1890564,11.07194948,78474,0,0,0,0,0,78474,0,0
